Context,Word,Probability
 Sofie Amundsen war mit ihrem Aussehen nie [MASK],besonders,3.914508852176368e-05
Sofie Amundsen war mit ihrem Aussehen nie besonders [MASK],zufrieden,0.19197200238704681
Amundsen war mit ihrem Aussehen nie besonders zufrieden [MASK],gewesen,0.005643065087497234
war mit ihrem Aussehen nie besonders zufrieden gewesen [MASK],,7.751996378146941e-08
mit ihrem Aussehen nie besonders zufrieden gewesen  [MASK],Sie,3.65605519618839e-05
ihrem Aussehen nie besonders zufrieden gewesen  Sie [MASK],hörte,1.654031075304374e-05
Aussehen nie besonders zufrieden gewesen  Sie hörte [MASK],oft,0.00039475157973356545
nie besonders zufrieden gewesen  Sie hörte oft [MASK],,5.438137122837361e-07
besonders zufrieden gewesen  Sie hörte oft  [MASK],dass,0.00013916614989284426
zufrieden gewesen  Sie hörte oft  dass [MASK],sie,0.015200563706457615
gewesen  Sie hörte oft  dass sie [MASK],schöne,0.00019188338774256408
 Sie hörte oft  dass sie schöne [MASK],Mandelaugen,3.046320387056767e-07
Sie hörte oft  dass sie schöne Mandelaugen [MASK],hatte,0.06724551320075989
hörte oft  dass sie schöne Mandelaugen hatte [MASK],,9.702088163976441e-07
oft  dass sie schöne Mandelaugen hatte  [MASK],aber,1.4380379980138969e-05
 dass sie schöne Mandelaugen hatte  aber [MASK],das,0.0005270998226478696
dass sie schöne Mandelaugen hatte  aber das [MASK],sagten,3.731943706952734e-06
sie schöne Mandelaugen hatte  aber das sagten [MASK],sie,0.0005313378642313182
schöne Mandelaugen hatte  aber das sagten sie [MASK],wohl,0.00048745001549832523
Mandelaugen hatte  aber das sagten sie wohl [MASK],nur,0.00041521620005369186
hatte  aber das sagten sie wohl nur [MASK],,1.532147848593013e-06
 aber das sagten sie wohl nur  [MASK],weil,0.0008759848424233496
aber das sagten sie wohl nur  weil [MASK],ihre,0.0024406942538917065
das sagten sie wohl nur  weil ihre [MASK],Nase,0.00042838091030716896
sagten sie wohl nur  weil ihre Nase [MASK],zu,0.0002960955025628209
sie wohl nur  weil ihre Nase zu [MASK],klein,0.05040436610579491
wohl nur  weil ihre Nase zu klein [MASK],,5.725526079913834e-07
nur  weil ihre Nase zu klein  [MASK],und,0.0013751795049756765
 weil ihre Nase zu klein  und [MASK],ihr,0.00045528230839408934
weil ihre Nase zu klein  und ihr [MASK],Mund,0.08109939098358154
ihre Nase zu klein  und ihr Mund [MASK],etwas,0.00015727465506643057
Nase zu klein  und ihr Mund etwas [MASK],zu,0.0004341843887232244
zu klein  und ihr Mund etwas zu [MASK],gross,0.002011968521401286
klein  und ihr Mund etwas zu gross [MASK],war,0.0007027280516922474
 und ihr Mund etwas zu gross war [MASK],,1.4510447954307892e-06
und ihr Mund etwas zu gross war  [MASK],Die,3.8860662243678235e-07
ihr Mund etwas zu gross war  Die [MASK],Ohren,0.00023987887834664434
Mund etwas zu gross war  Die Ohren [MASK],sassen,1.4170515214573243e-06
etwas zu gross war  Die Ohren sassen [MASK],ausserdem,1.358248118776828e-05
zu gross war  Die Ohren sassen ausserdem [MASK],viel,0.0006382631836459041
